concurso,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,bola16
2413,1,3,4,5,6,8,12,13,14,16,17,18,21,23,24,25
2414,1,2,3,7,8,9,13,15,17,19,20,21,22,23,24,25
2415,3,4,6,7,9,10,11,14,15,16,17,18,20,21,22,24
2416,3,4,7,8,9,11,13,14,15,17,18,19,20,21,22,23
2417,2,3,4,8,9,11,12,14,15,17,18,19,21,23,24,25
2418,1,2,4,6,7,9,10,11,12,13,14,15,16,19,21,23
2419,1,2,4,5,7,8,9,10,12,14,16,19,20,21,22,23
2420,1,2,3,4,5,8,9,10,11,12,14,16,19,20,24,25
2421,2,5,6,7,8,9,11,12,13,14,16,17,18,19,24,25
2422,1,2,4,6,7,8,9,10,11,12,13,14,19,20,23,24
2423,1,3,4,6,7,8,9,10,14,16,19,20,21,22,24,25
2424,1,2,3,5,6,8,9,11,12,13,14,16,17,18,21,25
2425,1,3,4,7,8,9,10,11,14,15,16,18,20,21,23,25
2426,1,2,3,4,6,7,10,11,14,15,16,17,19,20,23,25
2427,1,3,5,6,7,8,9,10,11,12,17,18,19,20,22,23
2428,1,3,4,5,6,9,10,11,12,13,19,20,21,22,23,25
2429,1,2,4,5,6,8,9,10,11,12,13,18,20,21,23,24
2430,1,2,5,6,7,8,10,11,12,14,16,17,18,20,22,25
2431,1,3,6,8,9,10,11,12,15,17,18,19,20,21,23,24
2432,1,2,3,5,7,9,10,11,14,15,17,18,20,21,22,25
2433,1,2,4,8,9,10,12,15,16,17,18,19,21,23,24,25
2434,1,2,3,4,6,7,8,9,10,13,14,15,18,20,23,25
2435,1,2,4,5,6,7,8,12,14,16,18,20,21,23,24,25
2436,2,4,5,6,8,9,11,12,13,14,17,18,21,22,23,24
2437,2,5,7,8,10,11,12,13,15,16,17,18,19,21,22,24
2438,1,3,4,5,6,8,11,13,14,15,16,19,20,21,23,24
2439,1,3,5,6,7,8,9,10,12,13,14,15,16,17,19,22
2440,1,2,4,6,9,10,11,14,15,17,18,19,22,23,24,25
2441,1,2,4,5,6,7,9,10,12,16,17,18,20,21,23,25
2442,4,5,6,7,9,12,13,15,16,17,18,19,21,22,23,24
2443,1,2,3,4,5,6,7,10,11,12,14,16,21,22,24,25
2444,1,2,3,4,6,7,11,12,13,14,15,16,20,22,24,25
2445,1,3,5,8,10,12,13,14,15,16,18,19,21,23,24,25
2446,1,2,4,6,8,9,10,14,17,18,19,20,21,23,24,25
2447,1,3,4,5,7,8,9,11,12,15,16,17,18,22,23,25
2448,1,2,3,5,7,9,10,14,16,17,18,19,20,23,24,25
2449,1,2,4,6,9,10,12,13,15,16,18,19,20,21,23,24
2450,1,2,3,4,7,8,9,10,13,17,18,19,20,21,23,24
2451,1,2,4,5,6,8,11,12,14,15,18,19,20,22,23,25
2452,2,4,5,6,7,8,10,12,15,16,17,19,22,23,24,25
2453,1,2,3,6,7,10,12,14,15,16,18,19,20,21,22,25
2454,1,2,3,5,7,9,10,11,12,16,19,21,22,23,24,25
2455,1,2,5,6,8,9,11,13,15,16,17,19,20,23,24,25
2456,1,2,3,5,7,8,10,12,13,14,15,16,18,19,23,25
2457,1,2,3,4,5,6,7,8,9,15,16,18,19,20,24,25
2458,1,2,4,5,6,7,10,12,14,15,16,18,19,20,22,23
2459,1,2,3,4,6,7,8,11,12,14,15,16,20,22,24,25
2460,1,4,5,7,10,11,13,15,16,17,19,20,21,23,24,25
2461,1,2,4,5,8,10,11,12,14,15,18,20,21,22,24,25
2462,2,3,4,7,9,10,11,12,13,14,15,16,19,20,24,25
2463,1,3,5,7,8,9,10,11,12,13,16,18,19,20,22,25
2464,1,2,5,6,7,8,10,11,12,13,15,17,18,19,20,23
2465,1,3,5,6,7,8,11,13,14,16,18,21,22,23,24,25
2466,4,5,7,8,9,11,12,13,16,17,18,19,20,22,24,25
2467,2,3,5,6,7,8,9,13,15,16,17,18,22,23,24,25
2468,1,3,4,7,10,11,13,14,15,17,19,20,22,23,24,25
2469,1,2,3,7,8,9,10,13,15,16,18,21,22,23,24,25
2470,1,2,3,4,6,8,10,12,13,14,19,20,21,23,24,25
2471,1,2,3,4,6,8,10,11,13,16,18,19,21,22,23,24
2472,2,3,5,7,9,10,13,14,15,17,18,19,20,21,23,25
2473,1,2,4,8,10,12,13,14,16,17,18,19,20,21,23,25
2474,1,2,3,6,7,8,11,12,13,14,16,18,20,22,23,25
2475,1,2,4,6,7,10,11,12,15,16,17,18,20,22,23,25
2476,1,2,3,4,5,6,7,13,14,17,20,21,22,23,24,25
2477,1,2,3,5,6,7,11,12,15,16,17,19,20,21,23,25
2478,1,2,3,4,5,7,8,10,15,16,17,18,21,22,24,25
2479,1,2,3,4,5,7,8,9,10,11,15,17,20,21,23,24
2480,1,2,3,4,5,8,10,12,14,16,17,19,21,23,24,25
2481,1,2,3,4,5,7,8,9,12,13,15,16,19,20,21,24
2482,1,3,4,6,9,11,12,14,15,16,17,19,20,22,23,24
2483,2,3,5,7,9,10,11,15,16,17,19,20,22,23,24,25
2484,1,2,3,4,5,6,9,10,13,14,16,18,20,21,23,24
2485,1,2,3,4,5,7,12,13,15,17,18,19,20,22,24,25
2486,1,3,4,5,10,11,12,14,16,18,19,20,21,22,23,24
2487,1,2,3,5,6,10,11,13,15,16,17,18,19,22,24,25
2488,2,4,7,8,10,11,12,13,14,15,16,17,18,19,20,21
2489,2,3,4,5,6,9,10,11,13,16,17,18,19,21,24,25
2490,2,5,6,8,9,10,11,12,13,14,18,19,20,21,22,23
2491,1,2,3,4,6,8,9,11,12,14,17,18,20,21,23,24
2492,1,2,3,4,6,8,9,12,14,16,17,18,20,21,22,24
2493,1,2,3,4,6,8,10,12,13,14,15,16,17,19,24,25
2494,1,2,4,5,7,9,10,11,12,14,15,16,17,19,20,23
2495,1,4,8,10,11,12,13,14,16,18,19,21,22,23,24,25
2496,2,3,4,5,8,9,11,13,17,18,19,20,21,22,24,25
2497,2,3,4,5,8,9,12,13,15,16,18,19,21,22,24,25
2498,2,3,4,5,6,8,13,14,15,16,17,18,19,20,21,25
2499,1,2,4,6,8,11,13,14,15,18,19,20,21,22,23,25
2500,2,3,6,7,8,9,10,11,13,14,17,18,20,21,22,23
2501,3,4,5,6,7,11,12,14,15,16,17,18,21,22,23,24
2502,1,2,3,4,7,8,11,12,14,16,18,19,20,23,24,25
2503,2,3,4,7,8,9,10,12,13,15,16,17,19,23,24,25
2504,1,7,10,11,12,13,14,15,16,18,19,20,21,22,23,25
2505,2,3,4,6,10,11,12,13,14,15,16,17,19,22,23,24
2506,1,2,3,4,6,8,10,12,14,16,17,20,21,22,23,24
2507,1,3,4,6,7,8,12,13,14,15,17,18,20,21,22,23
2508,1,2,3,5,8,11,14,17,18,19,20,21,22,23,24,25
2509,2,3,4,9,10,12,13,14,15,18,19,20,21,22,23,25
2510,1,3,5,8,9,10,11,12,13,14,15,20,21,22,24,25
2511,2,4,5,7,8,9,10,12,14,15,16,17,18,21,24,25
2512,1,2,3,4,6,7,8,11,13,17,18,19,20,22,23,24
2513,1,3,4,5,7,10,11,12,13,15,18,20,21,22,23,25
2514,1,2,4,5,6,7,9,10,11,13,14,15,17,19,20,24
2515,1,2,3,4,5,6,8,10,12,13,14,15,18,22,24,25
2516,1,4,5,7,9,10,11,12,13,14,15,16,18,19,22,24
2517,3,4,5,6,7,10,13,14,16,17,18,21,22,23,24,25
2518,1,2,4,5,8,10,11,12,14,17,18,19,21,23,24,25
2519,1,2,3,7,8,9,10,11,12,13,15,19,20,22,24,25
2520,1,2,3,5,6,11,12,15,16,17,18,20,21,22,24,25
2521,1,5,8,10,11,13,14,15,16,18,19,20,21,22,24,25
2522,1,2,4,5,6,11,12,14,15,16,17,18,19,22,23,24
2523,1,4,6,7,9,10,11,13,15,16,17,19,20,21,23,24
2524,3,4,6,7,8,9,11,13,14,16,17,19,21,23,24,25
2525,2,3,5,7,9,11,12,14,16,17,18,20,21,22,24,25
2526,1,2,3,5,6,7,8,9,10,13,14,16,18,19,20,22
2527,1,2,3,4,5,6,7,11,15,16,19,20,21,22,24,25
2528,4,5,6,7,8,9,11,12,15,16,17,20,21,22,23,25
2529,1,5,6,7,10,11,12,13,14,16,18,19,21,23,24,25
2530,2,4,5,9,10,11,12,13,14,16,17,18,19,22,24,25
2531,6,7,10,12,13,14,15,16,17,18,19,20,21,22,24,25
2532,1,2,3,4,7,9,10,12,14,16,18,20,21,22,23,25
2533,2,3,9,10,11,12,14,15,16,17,19,21,22,23,24,25
2534,1,3,4,5,7,11,12,13,14,15,16,19,20,22,24,25
2535,2,3,4,5,6,7,8,9,11,12,17,19,20,21,22,25
2536,2,3,5,6,8,13,15,17,18,19,20,21,22,23,24,25
2537,1,2,3,7,8,10,11,14,15,17,18,19,21,22,23,24
2538,1,3,5,6,8,9,10,11,14,15,17,20,21,22,24,25
2539,1,2,4,5,7,9,10,11,13,14,17,19,20,21,23,24
2540,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24
2541,1,2,4,5,6,7,9,10,11,12,13,14,18,19,20,22
2542,1,3,4,6,7,8,10,14,15,16,17,19,20,21,22,24
2543,2,3,5,7,9,10,12,13,14,15,16,17,18,23,24,25
2544,1,2,3,4,7,10,11,14,15,16,17,19,20,22,23,24
2545,4,5,8,9,10,11,12,13,15,17,19,20,21,23,24,25
2546,2,3,4,5,6,9,10,11,12,13,16,17,18,20,22,24
2547,3,4,5,6,7,9,11,12,14,15,16,18,19,21,22,23
2548,1,2,3,8,9,11,12,13,15,16,17,19,20,22,23,25
2549,2,4,6,8,9,10,11,14,15,17,18,20,21,22,23,24
2550,1,2,4,6,8,9,12,13,14,16,18,19,20,21,22,23
2551,2,4,6,7,11,14,15,16,17,18,19,20,21,22,23,24
2552,1,3,6,7,9,11,12,13,14,15,16,18,21,23,24,25
2553,1,3,4,6,7,8,9,11,12,14,15,17,18,20,24,25
2554,2,3,4,5,6,8,9,10,11,12,15,17,19,22,23,24
2555,1,3,4,5,6,7,9,10,12,14,15,17,19,21,22,25
2556,1,2,5,7,8,10,11,12,13,14,17,19,20,21,22,23
2557,1,3,4,5,6,8,9,11,12,14,15,17,18,19,20,22
2558,1,4,6,7,10,11,12,13,14,16,17,20,21,22,23,24
2559,1,5,6,7,8,10,11,12,13,15,16,17,18,20,21,25
2560,1,3,4,5,7,10,11,14,15,16,17,18,19,20,22,23
2561,2,3,4,6,7,8,9,12,15,16,17,18,22,23,24,25
2562,1,2,4,5,6,11,12,13,14,15,16,20,21,22,23,25
2563,2,3,4,5,6,7,10,11,14,15,16,18,20,21,22,25
2564,1,2,4,5,7,8,9,11,12,13,15,16,18,19,20,21
2565,2,3,4,5,6,9,12,13,15,18,19,20,21,23,24,25
2566,1,6,8,9,10,12,13,14,17,18,19,20,21,22,24,25
2567,2,3,4,7,9,10,11,12,13,14,15,16,18,23,24,25
2568,2,3,5,7,11,12,13,15,16,17,19,20,21,22,23,25
2569,4,7,8,9,10,11,12,13,14,17,18,19,20,21,23,25
2570,1,3,4,7,8,9,10,11,13,15,16,17,20,21,22,23
2571,1,3,4,6,7,8,9,11,13,14,15,16,19,20,21,25
2572,1,2,4,6,8,10,11,12,13,15,16,17,19,21,24,25
2573,1,2,3,5,6,8,10,12,15,16,17,18,21,22,24,25
2574,1,2,3,4,7,10,11,15,16,17,19,20,21,23,24,25
2575,1,3,4,6,7,8,9,10,13,15,16,17,19,20,21,22
2576,3,4,5,6,9,11,12,13,14,16,17,18,21,22,23,24
2577,1,2,3,6,8,9,10,12,16,17,18,19,21,22,24,25
2578,1,2,3,4,11,12,13,14,15,16,18,19,20,21,23,25
2579,1,2,3,4,6,7,12,14,15,17,18,20,21,22,24,25
2580,1,4,5,7,8,10,11,12,13,16,18,19,22,23,24,25
2581,1,2,4,5,7,9,10,11,12,14,16,19,21,22,23,24
2582,1,2,3,4,5,6,7,8,9,10,15,19,21,22,23,25
2583,1,3,7,8,9,10,12,13,14,16,18,19,21,22,23,24
2584,1,2,4,6,7,8,9,10,12,14,15,16,17,20,23,25
2585,3,4,5,6,7,10,11,12,15,16,17,18,19,20,21,25
2586,1,2,3,4,5,8,11,12,14,15,16,18,20,21,24,25
2587,2,3,4,7,9,10,11,13,15,16,17,18,19,21,22,23
2588,4,5,8,10,11,12,13,14,15,16,17,19,20,23,24,25
2589,1,3,5,6,7,8,9,11,13,14,16,17,19,20,21,23
2590,2,5,6,7,9,12,13,14,15,17,19,20,21,22,23,24
2591,1,2,3,6,8,9,10,11,12,14,15,16,17,21,22,23
2592,2,3,4,5,6,7,8,9,11,17,18,19,20,21,24,25
2593,2,3,5,6,7,8,9,11,12,15,16,17,19,21,22,24
2594,1,2,4,5,7,8,10,15,16,17,18,19,20,21,22,25
2595,2,3,4,6,7,10,12,14,18,19,20,21,22,23,24,25
2596,2,3,4,5,6,8,11,13,14,15,16,17,18,20,21,22
2597,1,2,3,7,8,9,10,12,13,15,16,17,22,23,24,25
2598,1,4,7,8,10,11,12,14,15,16,18,20,21,22,24,25
2599,1,2,5,6,7,9,11,12,14,16,17,19,20,22,24,25
2600,1,2,3,7,8,11,12,13,14,15,18,20,22,23,24,25
2601,2,3,4,6,8,10,11,12,13,14,15,18,19,21,22,23
2602,1,3,6,7,8,9,10,11,14,15,16,17,20,21,22,25
2603,2,3,5,6,7,9,10,11,14,17,19,20,21,22,24,25
2604,2,3,4,5,6,7,8,9,13,14,15,16,19,20,23,25
2605,1,2,3,4,5,7,9,12,14,15,18,19,20,21,23,25
2606,4,5,6,8,10,11,13,16,17,18,19,20,21,22,24,25
2607,1,2,3,6,7,8,9,10,12,13,16,17,18,19,20,22
2608,1,3,4,5,6,7,9,10,12,13,14,15,17,20,21,22
2609,1,2,4,8,9,10,13,14,15,16,17,18,19,22,23,25
2610,2,5,6,7,9,10,11,13,14,15,16,19,20,22,23,25
2611,1,3,4,6,11,12,13,14,15,17,18,19,20,22,23,24
2612,1,8,9,11,12,13,14,15,16,17,18,19,20,22,24,25
2613,1,2,4,7,8,9,10,12,15,16,17,20,21,22,23,24
2614,1,2,4,5,6,9,10,12,13,14,15,16,18,20,21,23
2615,1,4,5,6,7,10,11,12,14,15,16,17,18,19,22,23
2616,1,2,8,9,10,13,14,15,16,17,20,21,22,23,24,25
2617,1,2,3,4,5,6,11,13,14,15,16,17,18,19,21,24
2618,1,2,3,4,5,6,8,10,11,12,15,17,19,21,22,24
2619,2,7,8,10,11,13,14,15,16,17,18,19,22,23,24,25
2620,1,3,4,5,6,7,8,9,10,12,14,18,19,22,23,24
2621,1,3,4,5,6,8,11,16,17,18,19,20,21,22,23,24
2622,1,5,6,9,10,11,12,13,14,15,16,19,20,23,24,25
2623,1,3,4,5,8,9,10,12,14,16,17,18,19,21,22,25
2624,2,3,4,6,8,10,11,13,14,15,16,20,21,22,23,24
2625,2,3,4,7,9,10,11,12,14,15,16,17,18,21,22,25
2626,3,4,5,7,11,12,13,14,15,16,17,20,21,22,23,24
2627,2,4,5,6,7,8,9,13,14,16,19,20,21,22,24,25
2628,1,3,4,5,7,8,9,10,13,14,15,16,18,19,24,25
2629,1,2,3,4,5,6,8,10,11,14,15,18,19,20,24,25
2630,2,3,4,6,9,10,11,12,14,15,17,19,22,23,24,25
2631,3,4,6,9,11,14,15,16,17,18,19,20,21,23,24,25
2632,2,3,4,5,6,8,10,13,14,15,16,17,18,20,21,25
2633,1,2,3,4,5,9,12,13,15,16,19,20,21,22,24,25
2634,1,2,4,5,6,8,9,10,11,13,15,16,17,21,24,25
2635,4,5,6,7,9,10,12,13,15,16,17,19,20,21,23,25
2636,1,3,4,5,6,7,8,10,11,12,13,14,16,17,23,24
2637,1,2,3,6,8,13,14,15,16,18,19,20,21,22,24,25
2638,2,3,5,7,9,10,11,13,14,15,16,17,22,23,24,25
2639,1,2,3,6,7,8,9,11,12,13,14,16,19,22,23,24
2640,1,2,3,7,8,10,11,12,14,15,16,17,20,22,24,25
2641,1,3,4,5,10,12,13,14,16,17,19,20,21,22,23,24
2642,2,8,9,10,11,12,13,14,15,16,17,19,21,23,24,25
2643,1,2,4,5,7,8,10,11,12,14,15,17,19,21,22,24
2644,3,4,7,9,10,11,12,13,14,15,17,18,20,23,24,25
2645,1,4,6,7,8,11,13,14,15,16,17,18,19,20,21,24
2646,2,4,6,7,8,9,10,11,13,14,15,17,18,21,22,25
2647,1,2,3,4,6,7,8,9,10,12,13,14,19,20,22,24
2648,1,2,3,5,6,7,8,10,12,14,15,16,18,19,21,22
2649,1,2,3,4,5,6,8,12,13,15,17,18,20,23,24,25
2650,1,2,3,4,7,8,9,11,12,14,15,16,17,21,23,25
2651,1,2,3,4,5,6,7,12,14,15,17,18,20,22,24,25
2652,2,3,4,5,6,8,9,10,12,14,15,17,18,19,21,22
2653,1,2,5,6,7,10,11,12,15,17,18,19,20,23,24,25
2654,3,4,5,6,7,8,9,10,11,15,17,18,21,22,24,25
2655,1,3,4,5,6,9,10,11,13,15,17,21,22,23,24,25
2656,4,5,6,9,10,13,14,15,16,17,18,20,21,23,24,25
2657,1,3,6,7,8,9,11,13,14,15,16,18,19,20,21,24
2658,2,3,4,6,7,9,11,14,15,16,17,18,20,23,24,25
2659,4,5,7,8,9,10,11,14,15,16,17,18,19,21,23,24
2660,1,2,3,4,5,6,7,10,11,12,14,15,16,18,23,25
2661,1,2,3,5,6,7,8,9,12,13,14,15,17,19,23,25
2662,1,2,4,5,6,8,9,10,11,13,16,20,21,23,24,25
2663,1,3,4,5,7,8,9,10,13,14,19,20,22,23,24,25
2664,1,4,5,6,8,11,12,13,14,15,18,19,22,23,24,25
2665,1,2,4,5,6,7,12,13,15,16,17,18,20,21,24,25
2666,3,6,7,8,11,13,14,15,17,18,19,21,22,23,24,25
2667,3,4,5,6,7,8,10,11,12,13,14,16,18,20,22,23
2668,2,4,7,8,9,10,11,12,14,16,17,19,22,23,24,25
2669,2,3,4,5,7,8,9,11,12,14,15,16,18,20,21,24
2670,2,3,4,5,6,7,9,11,13,14,15,16,19,20,22,25
2671,1,2,4,6,7,8,10,11,12,13,15,18,19,20,21,22
2672,2,3,4,5,6,8,9,12,14,15,16,17,18,19,21,25
2673,2,3,5,6,7,8,9,14,15,16,17,18,20,21,23,25
2674,3,4,5,6,9,10,11,12,14,15,16,17,21,23,24,25
2675,1,2,3,7,11,12,13,14,15,16,17,19,20,21,23,25
2676,1,2,3,4,6,10,11,12,13,17,18,19,20,21,22,24
2677,2,3,6,7,8,9,11,12,16,17,18,21,22,23,24,25
2678,1,2,3,4,5,7,10,11,14,16,18,20,21,22,23,24
2679,1,2,3,5,6,7,8,10,11,13,15,16,18,21,22,24
2680,1,3,4,6,7,8,11,13,14,15,17,19,20,21,22,25
2681,1,4,5,6,8,9,10,11,12,13,15,16,20,23,24,25
2682,1,3,4,5,7,8,9,10,11,13,14,15,19,21,24,25
2683,1,2,3,4,5,6,7,8,10,11,13,16,18,19,20,21
2684,2,3,4,6,7,8,12,13,14,15,16,17,19,21,23,24
2685,1,3,5,6,7,8,9,10,11,12,16,17,18,20,22,23
2686,1,2,3,4,5,7,8,11,12,16,19,20,21,22,24,25
2687,2,3,4,5,6,9,11,14,15,16,17,18,19,21,23,24
2688,1,3,4,6,8,11,12,13,14,15,17,18,20,22,24,25
2689,1,3,6,8,9,10,11,12,14,16,17,21,22,23,24,25
2690,1,2,3,4,6,7,9,11,12,14,16,17,18,21,23,24
2691,1,2,4,6,8,9,10,12,13,16,17,18,19,20,22,25
2692,1,2,3,5,6,7,8,9,10,12,16,17,19,22,23,25
2693,2,3,6,7,8,10,12,13,14,15,16,17,19,20,21,22
2694,3,4,5,6,8,9,12,15,16,18,19,20,22,23,24,25
2695,1,3,6,7,8,10,11,13,14,16,17,18,19,21,23,25
2696,2,3,5,6,7,10,12,13,14,16,17,20,21,22,24,25
2697,2,3,6,7,9,10,12,14,15,16,17,18,20,21,22,23
2698,1,3,4,5,7,9,11,13,14,15,16,18,19,21,22,23
2699,1,2,7,8,10,11,14,15,16,17,18,19,20,21,22,24
2700,1,2,4,5,6,9,12,13,15,16,17,18,20,21,24,25
2701,2,3,4,5,7,8,10,11,13,14,16,17,20,21,23,24
2702,4,5,6,7,11,12,13,14,15,16,19,20,21,22,23,25
2703,1,3,4,6,7,8,9,10,13,14,18,21,22,23,24,25
2704,1,2,3,4,7,8,12,13,14,15,16,17,18,19,21,24
2705,1,2,4,5,9,11,12,14,17,18,20,21,22,23,24,25
2706,1,2,4,9,10,11,12,13,14,15,18,19,20,21,22,24
2707,3,6,8,10,12,13,14,15,17,18,19,21,22,23,24,25
2708,1,4,8,9,10,11,12,13,15,17,18,19,21,23,24,25
2709,1,2,7,9,10,11,13,15,16,17,19,20,22,23,24,25
2710,3,4,6,8,9,10,11,12,13,14,16,18,19,20,24,25
2711,1,2,3,4,6,7,8,9,10,12,14,15,18,19,21,24
2712,1,3,6,7,10,11,12,13,16,17,19,20,22,23,24,25
2713,1,4,5,6,7,8,9,10,12,13,17,18,20,22,24,25
2714,1,2,3,5,6,7,8,10,11,13,14,15,16,18,21,25
2715,1,3,5,6,7,8,9,11,13,15,16,17,21,22,24,25
2716,1,2,3,6,7,8,10,12,13,16,17,18,20,22,23,24
2717,1,3,6,7,8,10,13,15,17,18,19,20,21,22,23,24
2718,2,4,5,7,8,9,10,11,12,13,14,15,16,17,18,22
2719,1,3,6,7,8,12,14,15,16,17,19,20,21,22,23,25
2720,3,4,5,6,8,9,11,14,15,17,18,19,20,21,23,25
2721,2,4,5,6,8,12,13,14,16,17,18,20,21,23,24,25
2722,1,2,4,6,7,8,9,10,12,14,16,18,19,20,22,24
2723,1,6,7,8,9,11,12,13,14,16,19,20,21,23,24,25
2724,2,3,4,5,7,9,10,11,14,16,17,18,19,20,22,23
2725,1,2,4,5,7,13,15,16,17,18,19,20,21,22,23,25
2726,1,4,5,7,8,11,12,13,14,15,16,17,19,20,23,25
2727,2,3,7,8,9,12,13,14,15,16,17,19,21,22,24,25
2728,4,5,6,7,8,9,10,11,13,15,16,17,19,22,23,25
2729,1,2,3,4,5,6,7,8,11,12,13,17,20,21,22,23
2730,1,5,6,7,8,10,11,13,16,17,18,19,21,22,23,24
2731,1,2,3,4,6,8,10,12,13,14,16,17,18,19,23,24
2732,1,3,6,7,8,10,12,13,15,16,18,20,21,23,24,25
2733,3,5,6,7,8,9,10,13,15,16,18,20,21,23,24,25
2734,1,3,4,5,7,8,9,10,11,14,16,18,19,23,24,25
2735,1,2,3,6,8,9,11,13,15,16,17,19,20,23,24,25
2736,1,3,5,7,9,10,11,13,14,15,16,18,21,22,23,24
2737,1,4,6,8,9,11,12,13,18,19,20,21,22,23,24,25
2738,1,2,4,5,8,9,11,12,14,16,17,19,22,23,24,25
2739,1,3,4,7,8,11,12,13,15,16,17,18,20,21,23,25
2740,2,7,8,10,11,12,13,14,15,16,18,19,20,21,22,25
2741,1,2,3,4,5,7,8,11,13,14,16,18,21,22,23,24
2742,1,4,5,6,9,11,14,16,17,18,19,20,21,22,23,24
2743,2,3,6,7,8,9,11,12,15,16,20,21,22,23,24,25
2744,2,3,4,5,6,7,8,9,11,12,14,16,19,22,24,25
2745,1,3,4,7,8,11,13,14,15,16,18,20,21,22,24,25
2746,2,3,5,6,7,11,12,13,16,17,18,20,21,23,24,25
2747,1,2,3,5,9,10,11,12,13,14,15,19,20,23,24,25
2748,1,3,4,5,8,10,11,13,14,15,19,21,22,23,24,25
2749,2,4,7,8,10,11,12,13,15,16,17,18,21,23,24,25
2750,1,3,4,5,6,8,9,10,12,15,16,17,20,21,22,23
2751,1,3,4,5,8,10,14,15,16,18,19,21,22,23,24,25
2752,1,2,4,5,7,9,10,12,15,17,18,19,20,21,24,25
2753,2,4,6,7,8,9,11,12,15,17,18,20,21,23,24,25
2754,1,2,3,4,5,6,8,9,10,14,15,16,17,21,22,24
2755,1,2,3,4,5,7,9,10,11,15,16,18,19,22,23,24
2756,1,2,4,7,9,10,11,13,14,15,16,17,19,21,24,25
2757,1,4,5,7,8,9,10,11,12,13,14,16,20,21,23,24
2758,2,3,5,6,7,11,14,15,16,17,18,19,20,21,23,25
2759,2,3,6,7,8,10,11,12,13,14,15,16,17,18,19,22
2760,3,4,5,8,10,12,13,14,15,17,18,19,20,21,22,24
2761,1,3,4,6,7,10,11,12,13,15,16,18,19,22,23,24
2762,2,3,4,7,8,10,11,12,15,16,18,19,20,21,22,23
2763,3,4,6,7,9,10,12,14,15,16,17,18,20,22,23,24
2764,1,2,3,4,6,7,8,9,12,14,15,17,18,21,22,25
2765,1,2,4,5,7,8,9,13,14,17,18,19,20,21,23,25
2766,1,2,4,5,7,8,9,11,12,13,16,17,20,21,22,23
2767,1,3,4,5,6,8,9,10,13,14,18,21,22,23,24,25
2768,1,2,3,4,7,10,11,13,15,16,18,19,20,22,23,25
2769,1,2,3,4,6,8,10,12,13,15,17,18,19,21,22,24
2770,1,2,3,4,5,6,8,10,14,15,18,19,20,21,24,25
2771,1,2,3,5,8,9,11,13,14,15,16,17,19,20,21,23
2772,3,4,5,6,7,8,9,11,13,14,15,16,18,19,20,23
2773,1,3,4,5,6,8,9,10,11,13,15,17,19,20,21,24
2774,1,5,6,7,8,9,10,11,16,17,19,20,21,23,24,25
2775,1,2,3,4,6,8,9,10,11,12,13,14,18,19,22,23
2776,1,3,4,5,6,8,9,10,12,13,14,15,18,19,20,21
2777,3,4,5,6,8,10,12,14,15,16,17,18,20,21,22,25
2778,3,4,8,10,11,12,13,14,15,16,18,19,20,23,24,25
2779,2,6,7,8,9,10,11,13,14,15,16,17,18,19,20,23
2780,2,3,4,6,8,9,11,12,15,16,17,19,21,22,23,24
2781,1,2,3,4,5,11,12,14,15,16,18,19,20,21,22,23
2782,1,2,3,5,7,8,9,10,13,14,17,18,19,20,24,25
2783,1,2,5,6,7,8,12,15,16,17,18,19,20,21,22,23
2784,1,2,3,6,8,9,10,11,13,14,15,16,18,21,22,24
2785,1,3,4,5,9,10,11,13,14,16,18,19,20,21,23,24
2786,1,2,3,5,8,9,10,11,12,13,16,17,18,19,21,24
2787,1,2,4,7,8,10,11,12,13,16,18,19,20,22,23,25
2788,1,2,4,5,7,11,12,14,15,17,18,19,20,21,24,25
2789,2,3,4,11,12,15,16,17,18,19,20,21,22,23,24,25
2790,1,4,5,6,7,9,10,11,14,15,16,17,18,19,22,25
2791,1,2,3,5,6,7,9,11,12,13,14,17,20,21,23,24
2792,1,7,9,10,11,12,13,14,15,16,17,18,19,21,24,25
2793,2,3,5,6,7,8,11,13,14,16,17,18,19,20,22,23
2794,1,2,3,4,5,6,8,9,11,12,13,14,19,20,21,24
2795,1,2,3,7,8,9,11,14,15,16,17,19,22,23,24,25
2796,1,2,4,5,8,10,11,12,13,15,17,18,20,23,24,25
2797,1,3,4,6,7,8,11,13,14,15,16,20,21,22,23,24
2798,1,2,3,7,9,10,11,13,15,17,19,20,21,22,23,25
2799,1,5,6,7,8,11,12,13,16,17,19,20,21,22,23,25
2800,1,3,4,5,8,9,10,11,15,16,18,20,22,23,24,25
2801,1,2,3,4,5,6,9,11,12,13,15,16,17,21,24,25
2802,1,2,3,5,7,8,11,12,14,15,16,21,22,23,24,25
2803,1,2,6,7,8,9,14,15,16,17,18,19,20,21,22,23
2804,1,3,4,5,6,7,8,12,15,16,17,19,20,22,24,25
2805,1,2,4,6,7,10,11,12,13,15,16,17,20,21,24,25
2806,3,5,7,8,9,10,11,13,15,16,17,21,22,23,24,25
2807,1,2,3,5,6,10,11,12,15,17,18,20,21,22,23,24
2808,1,5,6,7,8,11,12,13,14,17,18,20,22,23,24,25
2809,2,4,5,6,7,9,12,13,17,18,19,21,22,23,24,25
2810,1,3,4,5,6,10,12,13,14,15,18,19,22,23,24,25
